[02.12.07 15:22] q :  Albo duński dynamit :) . 
[21.01.06 23:14] d* : da, to generuje wszystkie możliwe permutacje planu z podanych danych. Nowsza wersja zaznacza na czerwono kiedy przedmioty na siebie nachodzą łyp Wolę to niż siedzieć z kartką i ołówkiem nad cudnym systemem zapisów :P  
[21.01.06 22:53] dsk : d*, w planach 57-60 masz we wtorek ćwiczenia z PO i MD w tym samym czasie - tego chyba nie pogodzisz. :P Najlepszy jest 121. wtorek 10-12: MD(c), PO(c) i .NET(p)... :]  
[21.01.06 22:32] dsk : d*, jak się nie będziesz mógł zdecydować, to zawsze pozostaje random... ;]  
[21.01.06 20:10] d* : najgorsze, że sposród tych 128 planów to mi się żaden nie podoba ;-P  
[21.01.06 20:05] d* : usiadłem, żeby napisać projekt z AiSD, a wyszło mi co innego ;-)  
[21.01.06 20:02] nirvanka : d* nudziło Ci się?Umiech  
[21.01.06 19:22] d* : a propos planów zajęć - ja takie rozważam: http://marshen.yebood.com/p_plan/out.html ;-)  
[21.01.06 17:40] fala : implementuje kto Romberga w maplu? bo by mi się przydał do porównań z gaussami-legendrami i trapezami  
[21.01.06 17:09] q : Jak jeszcze kiedy będę chciał ić na jaki przedmiot mający ciąg znaków "rajba" w sobie to niech kto mnie powstrzyma...  
[21.01.06 16:31] redrum : A ja mojej babci to kupilem plik cieplych skarpet, mandarynki i tulipana! A co Wy kupiliscie? ;)  
[21.01.06 14:03] pushq : http://cs.wikipedia.org/wiki/Dračí_doupě profesje(Povolani) - pyrofor :D  
[21.01.06 13:55] fala  * dzi jest:dzień babć*, jutro dziadków.  
[21.01.06 13:17] lispozord : http://www.dice.com/beingit/  
[21.01.06 12:51] kshaczek : Roman [portier] nadal mysli ze jestem mieszkancem parawana - jak wychodzilem doradzil mi zebym szybko wrocil bo on tutaj zamyka :P  
[21.01.06 12:25] nirvanka : co wy mi zrobilicie...  
[21.01.06 7:30] desp : Ja też dałem radę. łyp  
[21.01.06 3:54] wiosna : do wszystkich zainteresowanych (no muszą istnieć... mam nadzieję Umiech ) dotarłam! zajęło mi to 1,5 godziny ale dałam radę (oczywicie z przygodami dresowo-bijatyckimi ale ja nie potrafię bez)  
[21.01.06 2:56] kshaczek : hahah  
[21.01.06 2:56] kshaczek : <Zeartul> Posadzic nowego uzytkownika przed vi i kazac mu wyjsc  
[21.01.06 2:55] kshaczek : <Zeartul> Jak wygenerowac losowy ciag znakow?  
[21.01.06 2:47] kshaczek : taaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa  
[20.01.06 21:52] paff : kurde... 10 minut szukalem, a znalazlem 10 sekund po wyslaniu pytania Umiech  
[20.01.06 21:51] paff : skad wy go wykradliscie ? ;-)  
[20.01.06 21:50] paff : wy tu gadu gadu o nowym planie..... ale gdzie on jest ? w systemie zapisow go nie widze, PKA nie ma go na stronie...  
[20.01.06 21:25] q : 4@#$%!@#$ nie działa portal rno %@#$%^#$%^#  
[20.01.06 21:14] kshaczek : z tym artykulem chodzilo mi o Chucka Norrisa :P  
[20.01.06 20:13] fala : kurdę, modelowanie zjawisk przyrodniczych jest podczas AiDs'a. ale jeli nie modelarstwo, to co?!  
[20.01.06 20:04] Rafał K.P. : na jak dlugo Einherjer i Paczesiowa sa zbanowani?  
[20.01.06 19:37] nirvanka : jak zwykle..  
[20.01.06 19:29] lispozord : Są wyniki w grupie PWO  
[20.01.06 19:21] uzi : Ta, Amerykanów szpiegować jest źle, a Chińczyków okłamywać można.  
[20.01.06 19:19] kshaczek : http://wiadomosci.onet.pl/1233567,18,1,1,item.html przeczytajcie caly temat a pozniej pierwszy komentarz  
[20.01.06 19:09] uzi : nie no, d*, czepiasz się, nie czepiaj się  
[20.01.06 19:07] d* : Hmm... to nie było urozmaicenie tylko błąd rzeczowy łyp  
[20.01.06 18:35] mati  *:uzi*: czepianiem się słówek, gdy kto urozmaica swoją wypowiedź łyp  
[20.01.06 18:35] Mr C : nasza urocza nirvanka korzysta tylko z wygrywarki.  
[20.01.06 18:29] uzi : czym różni się przegrywarka od nagrywarki?  
[20.01.06 18:22] mati : moja przegrywarka umie pisać na dvd+rw 8x, ale we Wrocławiu nie ma takich płyt :/  
[20.01.06 17:20] uzi : o, q jest kandydatem na moderatora :D  
[20.01.06 16:52] dsk  * Nawet:q* jest na tym forum numerem dwa: http://ii.yebood.com/profile.php?mode=viewprofile&u=2 Zgadnijcie, kto jest tutaj number one... :]  
[20.01.06 15:35] Kaliber : jam również też  
[20.01.06 15:01] redrum : a jam w domu hahahaWykrzyknienie Umiech))  
[20.01.06 11:14] desp : No.  
[20.01.06 11:12] nirvanka : kto mi wytłumaczy Romberga przed kołem (lub w 116)?  
[20.01.06 11:09] kshaczek : aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa  
[20.01.06 4:56] revo : dobra, zaczynam się na numerki uczyć ;P  
[20.01.06 4:13] yanoo : powodzenia!  
[20.01.06 3:01] MasterOfDisaster : Dzi idę po gwarantowane 0 na numerki  
[20.01.06 1:50] dsk : http://www.mimek.pl/?pokaz_watek=268  
[20.01.06 1:03] MasterOfDisaster : http://w3crew.net/rebus2/rebus2.html  
[20.01.06 0:29] pushq : na pewno tego słowa na g... nie używam poto by Cię pop... najwyżej po to by Cię ayy..., e..., albo szszsz..  
[20.01.06 0:06] Mr C : pushq: czy w temacie o zasilaczu tego słowa na g... używasz specjalnie żeby mnie pop...? Nawet jeżeli mówisz to z ;), to i tak boli.  
[19.01.06 23:55] pushq : http://www.googlefight.com/index.php?lang=en_GB&word1=nasza urocza+nirvanka&word2=twi  
[19.01.06 23:28] q : nasza urocza nirvanka jest Oscarem Wilde. Tak naprawdę to na wiecie są tylko dwie osoby: C. nirvanka i Ty.  
[19.01.06 23:01] lispozord : A jednak nasza urocza musi zjeć jeszcze sporo kumquatów, zanim dorówna prawdziwym mistrzom: http://www.googlefight.com/index.php?lang=en_GB&word1=nasza urocza+nirvanka&word2=oscar+wilde  
[19.01.06 22:34] kshaczek : nasza urocza nirvanka napisalby kolokwium z numerkow na 9pkt.  
[19.01.06 22:33] pushq : http://www.chucknorris.com/images/flagman.jpg  
[19.01.06 22:14] tilk : Linuksa napisał nasza urocza nirvanka, Linus to jego pseudonim!  
[19.01.06 21:16] MasterOfDisaster : Bu, dziurka w nosie jest dorysowana :/  
[19.01.06 21:07] kamil : http://www.michaelmoore.com/miserable/  
[19.01.06 20:03] d* : nasza urocza nirvanka znosi redruma... łyp  
[19.01.06 19:31] lispozord : Wpiszcie w googlu "failure" i kliknijcie "szczęliwy traf" :D  
[19.01.06 19:09] maverick : nasza urocza nirvanka potrafi oddzielic cukier od herbaty krecac lyzeczka w druga strone.  
[19.01.06 16:16] q : Znowu?  
[19.01.06 16:13] redrum : zaraz dostane szajbicy... :/  
[19.01.06 16:10] fala : nasza urocza nirvanka nie musi oglądać głupich kawałów o sobie, gdy ma ich doć.  
[19.01.06 16:05] q : nasza urocza nirvanka nie przybliża całek - to całki przybliżają jego.  
[19.01.06 15:14] DarKiusz : Chucka Norrisa boi się nawet Ten-Którego-Imienia-Nie-Wolno-Wypowiadać  
[19.01.06 13:49] pushq : nasza urocza nirvanka była kobietą!!!  
[19.01.06 13:41] Kaliber : nasza urocza nirvanka potrafi robić 10 kierunków jednoczenie. Na niektórych nawet sam sobie wykłada.  
[19.01.06 11:24] yanoo : dobra niespodziewajka revo Umiech  
[19.01.06 11:20] uzi : nasza urocza nirvanka JEST Prologiem.  
[19.01.06 11:16] msz : nasza urocza nirvanka oblicza miejsca zerowe funkcji kopniakiem z półobrotu  
[19.01.06 11:07] yanoo : nawet Yes boi się mówić  
[19.01.06 11:05] msz : ha...Chuckowi Norrisowi Prolog nigdy nie odpowiada No.  
[19.01.06 11:04] kshaczek  * nasza urocza nirvanka zdal formalne bez powtarzania semestru. nasza urocza nirvanka ma statystycznie wiecej browcow od Zielaka !!!!11 :e* <shoutbox_view.php?edit=2450&sid=938f668d377e788ea2030a0b6ecbcf9f> 
[19.01.06 8:23] C. Norris : NIE!  
[19.01.06 3:03] revo : http://revo.pl/tmp/niespodziewajka.mp3 (~0.7 MB)  
[19.01.06 2:48] kshaczek : ja tez ZA!  
[19.01.06 1:30] Dreamer_ : głosuję za tym żeby tymczasowo zmienić logo na zaproponowane przez revo w dziale obrazki łyp nasza urocza bless you!  
[18.01.06 22:18] wiosna : Kto jest tak wstrętny i bezduszny, że przeszkadzają mu małe, bezbronne istotki?! Ja rozumiem, że można się na kim wyżyć... ale żeby od razu zabijać?! Powiem janiej - kto zmasakrował naszego bałwana?! Umiech  
[18.01.06 21:33] nirvanka : kshaczek z tego co wiem to na ten egzamin trzeba się zapisywać - wiec lepiej się idz dowiedziec/ zapisac w hallu studium (pewnie Cie ktos wykresli i zapisze na Twoje miejsce, ale nie przejmuj się)  
[18.01.06 21:26] roolin : nawet e^x^2  
[18.01.06 21:24] msz : z reszta po co Norrisowi kwadratury? on zna dokładne wartoci wszystkich całek  
[18.01.06 21:20] kshaczek : "Microsoft - Firma ta, która stworzyła i wypromowała systemy operacyjne DOS [...]", i mamy kolejny przyklad przekrecania historii  
[18.01.06 21:19] pushq : kshaczek mnie ubiegł  
[18.01.06 21:18] pushq : co więcej, nasza urocza nirvanka wie co jest pomiędzy continuum a alef zero...  
[18.01.06 21:18] kshaczek : msz: dobre... on je nie tylko zna ale je wymyslil. btw. http://wiadomosci.onet.pl/1232061,18,1,1,item.html  
[18.01.06 21:09] d* : Ty pytasz? Bluźnisz!111!1one  
[18.01.06 21:04] msz : z okazji sprawdzianu z AN myl mnie naszła ... czy nasza urocza nirvanka zna kwadratury interpolacyjne rzędu większego niz 2n+2 ? Umiech  
[18.01.06 20:52] kshaczek : czy ktos z pierwszakow wie kiedy bedzie egzamin koncowy z angielskiego ?  
[18.01.06 20:34] roolin : aaa... no to źle usłyszałem  
[18.01.06 20:27] q : No blisko, znaczy 0,04 - 0,49  
[18.01.06 20:17] nirvanka : no raczej nie bo ja dostalam 0.25Umiech  
[18.01.06 18:53] roolin : chyba 0,4 - 0,49  
[18.01.06 18:44] nirvanka : a z jakiego przedziału te browce są radnomowane?  
[18.01.06 16:08] revo : q, później możesz przepisać mi te browce za pomysł :P  
[18.01.06 15:03] yanoo : muahahahaha, q zawiesił Operę :D  
[18.01.06 12:01] revo : Master... nie potrafisz się bawić ;P  
[18.01.06 10:34] Adassow : Ej ja miałem drugiego bana? Za to ze tamtego nie odczulem? Bo dzi patrze i jakies dziwne komunikaty ;/  
[18.01.06 10:18] q : diab teraz liczba browców za browca ( łyp ) w pół żartem jest randomowa Usmiech.  
[18.01.06 3:22] Marta:) : http://wiadomosci.gazeta.pl/wiadomosci/1,53600,3117798.html -coraz weselej :|  
[18.01.06 2:02] yanoo : jestem za :D a nawet bym poszedł dalej i cały dział Chucka Norrisa założył Umiech  
[18.01.06 1:22] revo : hmm, tak sobie pomylałem - skoro tak bardzo rozdrabniacie się z humorem, to może będzie osobny topic dla Chucka Norrisa? ;>  
[18.01.06 0:59] roolin : taaa... nie ma to jak napełnianie pojemnika z tuszem w domowym zaciszu  
[18.01.06 0:56] dsk : roolin: dobrze, że chociaż wiesz, w którą stronę pluje - możesz się zabezpieczyć. :]  
[18.01.06 0:35] roolin : fala, przynajmniej twój dysk nie pluje tuszem na lewo i prawo... wiecie jak to cholerstwo ciężko zmyć?  
[17.01.06 23:57] nirvanka : to pewnie będziesz tym kim, komu sprzedadzą czyj zamówiony dyskUmiech  
[17.01.06 23:52] fala : ha! a ja ich zaskoczę, bo wcale tego nie zamawiałem! :D  
[17.01.06 23:49] nirvanka : fala nie ciesz się tak - przyjdziesz tam i Ci powiedzą... przykro nam... ale inni sprzedawcy nie wiedzieli ze pan chce to kupić i sprzedali komu innemu rotfl  
[17.01.06 23:42] fala : mój dysk nie żyje ; ( rzęzi i psują mu się kolejne sektory, winxp nie działa, nawet po reinstalacji, gentoo wstaje 10 min, pożoga. a rano do arestu po 80gb 5400 8mb cache :D  
[17.01.06 23:37] uzi : Tak lepiej Umiech  
[17.01.06 23:35] q : http://www.google.pl/search?&q=%22Informatyk+plywajacy%22  
[17.01.06 23:30] uzi : http://www.google.pl/search?num=50&hs=zOw&hl=pl&client=oper a&rls=pl&q=%22Informatyk+p%C5%82ywaj%C4%8 <http://www.google.pl/search?num=50&hs=zOw&hl=pl&client=opera&rls=pl&q=%22Informatyk+p%C5%82ywaj%C4%8> ojoj  
[17.01.06 21:43] q : Ta ostatnia roda...  
[17.01.06 21:36] Adassow : d* :] napisalem to specjalnie a bana niestety nie odczulem bo miałem inne sprawy na głowie :P  
[17.01.06 21:03] nirvanka : lolUmiech  
[17.01.06 21:00] q : Patrz: kto jest na forum.  
[17.01.06 20:11] nirvanka : czy dzisiaj jest dzień informatyka pływającego?Umiech  
[17.01.06 19:40] q : To może poczekajmy dwa lata?  
[17.01.06 19:20] wiosna : może być problem ze stwierdzeniem, bo rok nie jest przestępny  
[17.01.06 19:17] yanoo : a wtorek, 17 stycznia 2006 kiedy jest?  
[17.01.06 19:15] d* : A Wigilia?  
[17.01.06 18:54] q : A którego w tym roku sylwester?  
[17.01.06 18:49] desp : Papież jest katolikiem! łyp  
[17.01.06 18:49] tumdum : no coz tilk - jestes szybysz niz /. ;)  
[17.01.06 18:42] tilk : Google Talk łączy się z siecią Jabber!  
[17.01.06 15:01] Mr C : trzeba było sobie wczeniej w notatniku przygotować ;)  
[17.01.06 13:46] d* : Chyba mu już wygasł nim zdązyłem to napisać :P  
[17.01.06 13:45] d* : na minutę ;-)  
[17.01.06 13:45] d* : Nie mogłem się powstrzymać - Adassow - ban za napisanie 'ortografji'  
[17.01.06 3:12] MasterOfDisaster : Mam doć, idę w kimę.  
[17.01.06 0:24] yanoo : miGuel ma urodziny dzisiaj :D  
[16.01.06 22:55] yanoo : dzięki Einherjer'owi po raz pierwszy użyłem na tym forum opcji "podziel ten temat". a już się bałem, że moja rola jako moderatora ograniczyła się do statystowania.  
[16.01.06 22:43] dsk : maverick: taki ban to tylko dla wybrańców... :]  
[16.01.06 22:29] maverick : tylko sprawdzam, bo cos o jakis banach na shoutboxa ktos wspominal :O  
[16.01.06 20:47] uzi : klasyka - kto mi zdygitalizuje (do jutra) lub przyniesie (w rodę) dzisiejsze notatki z AN?  
[16.01.06 19:39] yanoo : nasza urocza nirvanka nie robił sprawozdań - to jemu robili sprawozdania  
[16.01.06 17:27] mati  *:dsk*- w jakich googlach, na joemonsterze było to kliknąłem  
[16.01.06 15:33] dsk : mati: co Ty w googlach wpisujesz, że masz takie wyniki? :P  
[16.01.06 15:14] q : Napisałem zadanie na pracownię z numerków w swi prologu, a co! Wiecie, ile wynosi całka z f(x)=x na odcinku 
[0,1]? *No.*  
[16.01.06 14:00] MxmK : Co wróciło do normy?  
[16.01.06 13:47] Erotyczny : o i wróciło do normy ...  
[16.01.06 13:02] Seb. : pilne >> http://ii.yebood.com/viewtopic.php?p=16732#16732 >> THX za odpowiedz  
[16.01.06 12:29] mati : nowa strona Dody ElektrodyWykrzyknienieWykrzyknienie wchodźcie na: http://www.doda.gda.pl/nowa.php łyp  
[16.01.06 7:22] MxmK : Burdel? Hmm... A ja mylałem, że robiłem porządki. :]  
[16.01.06 3:53] MasterOfDisaster : a NoOsh KTo niE Zna: http://smaczek.pac.pl/jubi/?q=http.www.ii.yebood.com  
[16.01.06 0:04] d* : tak to - ja tylko piszę jak ja bym to sformułował - napiszesz co zechcesz Umiech  
[15.01.06 23:36] yanoo : a co ty łapać chcesz? ja tam nie widzę problemów :]  
[15.01.06 23:36] nirvanka : a niektórzy mają sklerozę większą niż 100letni dziadek - przecież to ze staruszką było całkiem niedawno ->Railman to do Ciebie  
[15.01.06 23:32] Einherjer : kto zrobil taki burdel w pol zartem, pol serio? polapac się teraz nie mozna :/  
[15.01.06 23:30] wiosna : no ale jakto 'wchodzi do systemu'? a później 'wychodzi'? to może jeszcze 'puka czy zajęte'? Umiech jako sobie poradzę, tylko że referat mam o... uwierzytelnianiu. a tam co drugie słowo pasuje 'logować' Umiech dzięki za pomoc  
[15.01.06 23:15] Marta:) : wiosna -to zalezy w jakim kontekscie, najlepiej po prostu omijaj te slowa, przez np. sprawdzenie tozsamosci, mechanizm uwierzyteniania etc.  
[15.01.06 23:12] d* : na moją? Phi! Ja bym napisał 'użytkownik po podaniu hasła oraz identyfikatora wchodzi do systemu', ale co ja tam wiem... ;-P  
[15.01.06 23:11] wiosna : na Twoją odpowiedzialnoć napiszę, że 'użytkownik się loguje'... zobaczymy Umiech  
[15.01.06 22:59] d* : wiosna, ja tam lubię słowo 'logować'... To jest jedno ze słów, które powinny wejć do jezyka polskiego ;-P edit: zawsze się można powołac na http://slowniki.pwn.pl/poradnia/lista.php?szukaj=logowa%E6&kat=18 ;-)  
[15.01.06 22:54] wiosna : tylko że włanie 'rejestrowanie' mi nie pasuje (przynajmniej inaczej się kojarzy) zostaje jeszcze uwierzytelnianie... ale to też nie to  
[15.01.06 22:35] Dreamer_ : czasem trafia się 'rejestrować' (trochę nieadekwatne)  
[15.01.06 21:49] wiosna : może go tak romantycznie nastawia ten Żelbeton? PS czy jest jaki polski odpowiednik słowa 'logowanie'? Marshen: help! Umiech  
[15.01.06 21:41] yanoo : a Tobie co?  
[15.01.06 21:35] Kaliber : miłoć... na to nie ma wzoru ani algorytmu Umiech  
[15.01.06 21:05] uzi : Bah, wlasnie sczailem ze istnieje finski zespol powermetalowy, ktorego nazwa znaczy Żelbeton.  
[15.01.06 19:27] pushq : http://wiadomosci.onet.pl/1306670%2c2678%2ckioskart.html  
[15.01.06 19:03] d* : ;-)  
[15.01.06 18:50] desp : rotfl :D  
[15.01.06 18:47] fala : pajechali :D  
[15.01.06 18:30] tumdum : lol :D  
[15.01.06 18:27] wiosna : chce umrzeć a jednak żyje zajebicie?  
[15.01.06 18:22] yanoo : nie chce zajebicie żyć, a jednak nie umiera?  
[15.01.06 18:02] d* : imho, nie jest mieszne, kiedy człowiek zajebicie chce żyć, a jednak umiera... Odwrotna sytuacja jest tylko wyborem.  
[15.01.06 17:59] roolin : pewnie zdecydował fakt, że maluch (tak jak i mercedes) ma strefę zgniotu na silniku ;)  
[15.01.06 17:51] fala : ej no, to nie jest mieszne. Fajnie jak się okazuje, że człowiek potrafi się wysilić na co poza konsumowaniem. Są lepsze pomysły, nie zawsze jednak na nie wpadamy. Ale żeby maluchem...  
[15.01.06 17:39] d* : z biedronki się biorą?  
[15.01.06 17:30] yanoo : :|  
[15.01.06 16:24] uzi : emo kidz  
[15.01.06 16:18] Marta:) : biora się chyba ze znajomosci tylko tych nudniejszych dziel Szekspira  
[15.01.06 16:11] nirvanka : czasami zastanawiam się skąd się biorą tacy ludzie: http://wiadomosci.gazeta.pl/wiadomosci/1,53600,3113312.html?skad=rss  
[15.01.06 15:09] jakubkwa : dokladnie ;>  
[15.01.06 13:52] roolin : to co w stylu: "Czy 12 voltowy akumulator może zabić? To zależy z którego piętra spadnie."  
[15.01.06 13:26] jakubkwa : jakby się kto uparł, to by mógł zabić jednym kubkiem łyp  
[15.01.06 10:46] tumdum : czy wiecie ze potrzeba az 118.97 kubkow kawy zeby mnie zabic :] ( http://www.energyfiend.com/death-by-caffeine/ )  
[15.01.06 10:35] wiosna : można powiedzieć, że się za to wzięłam. i z cholernie zdziwiono-zniesmaczoną miną zrezygnowałam... (może co jeszcze wymyle)  
[15.01.06 9:20] fala : ojej. (przeczytałem listę z dyskretnej. kto się za to bierze?)  
[14.01.06 16:27] fala : długo by tłumaczyć. wegetarianizm jest, niestety, powszechnie używanym słowem do okrelania różnych diet nie bazujących na mięsie. ja nie jestem rasowym wegetarianinem. lispozord > fala :D. jakby kiedy w przepisie było: "Pomidory podsmażyć z czosnkiem na oliwie na głębokiej patelni.", to nie czytajcie tego jak ja: "dodaj 2 łyżki koncentratu pomidorowego". bo to dużo zmienia :P  
[14.01.06 16:02] roolin : fala, a czy twoje wegetariaństwo uwzględnia wszelkiego rodzju małże czy inne omiornice?  
[14.01.06 15:52] MxmK : http://gospodarka.gazeta.pl/gospodarka/1,49621,3113169.html  
[14.01.06 15:52] fala : Dobrą zupę z owoców morza robię. (kto chce mnie dotknąć? :D)  
[14.01.06 15:41] nirvanka : Dobra jajecznica  
[14.01.06 12:16] q : Dobre popołudnie.  
[14.01.06 8:22] yanoo : dzień dobry  
[14.01.06 2:04] uzi : dwabranoc  
[13.01.06 22:41] uzi : a co on na to?  
[13.01.06 22:37] Mr C : tylko, że najpierw trzeba dokonać przelewu, a dopiero potem wpisać to w pycie i potem odliczają tę kwotę od podatku  
[13.01.06 22:31] lispozord : Kurde, przed chwilą pytałem ojca, czy przeznaczy 1% podatku na jakietam organizacje. Powiedział mi, że nie wie jak to się robi. To ja mu na to "pewnie w PYCIE się co wpisuje" O_o  
[13.01.06 19:15] uzi : jest tylko sprawdzenie wiateł, wskazanie zbiorników płynów pod maską, łuk (dłuższy, szerszy) i górka. parkowania na miecie  
[13.01.06 19:14] uzi : PODOBNO JAKIEŚ ZMIANY BYŁY  
[13.01.06 18:39] roolin : a co teraz się robi na placu? bo podobno jakie zmiany były?  
[13.01.06 18:18] uzi : plac to trywial, w miecie nawet udało się zaparkować, ale co z tego jak spóźniłem hamowanie przed przejciem na które akurat wchodziły dwie plastikowe cziksy... zahamowałem jednoczenie z egzaminatorem, a potem byłem już tak zestresowany że chyba chciałem się przetunelować przez źle zaparkowany samochód, który miałem ominąć. zamiast 40 minut jeździłem 15.  
[13.01.06 17:30] jakubkwa : chciales powiedziec 'jakiegos e-booka' łyp  
[13.01.06 17:12] fala : wow. mam internet od wrzenia i dzi wreszcie mi się znudził. wyłączam kompa i idę poczytać książkę. ;)  
[13.01.06 17:05] fala : spoko uzi, ja we wrocku nawet z łuku nie wyjechałem ; O  
[13.01.06 16:44] MasterOfDisaster : a na czym polałe Uzi?  
[13.01.06 16:41] uzi : licząc każde "w pewnym sensie" za mnożnik 0.25, to jedną ósmą ;)  
